segment,churn_probability,risk_level,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count
Credit Revolvers,0.01539867,Low Risk,2501,36,0.33,3
Credit Revolvers,0.058596995,Low Risk,1402,35,0.722,5
Credit Revolvers,0.020087635,Low Risk,730,20,0.765,1
Low Engagement Users,0.032200668,Low Risk,1387,33,0.094,4
Credit Revolvers,0.23914248,High Risk,1291,27,0.771,5
Credit Revolvers,0.028422467,Low Risk,2266,57,0.778,4
Low Engagement Users,0.14943604,Medium Risk,1485,34,0.0,5
Credit Revolvers,0.044360377,Low Risk,1912,45,0.331,3
Low Engagement Users,0.026006803,Low Risk,3428,54,0.074,6
Low Engagement Users,0.031063823,Low Risk,2564,56,0.069,5
Low Engagement Users,0.06806083,Medium Risk,1668,36,0.055,5
Low Engagement Users,0.019564921,Low Risk,1418,36,0.236,5
Low Engagement Users,0.28285077,High Risk,2568,62,0.203,4
Low Engagement Users,0.046399627,Low Risk,2336,58,0.124,4
Credit Revolvers,0.05335542,Low Risk,4189,74,0.503,4
Low Engagement Users,0.20616387,High Risk,2005,48,0.088,5
Low Engagement Users,0.1967802,High Risk,3183,64,0.138,3
Credit Revolvers,0.26323026,High Risk,1501,35,0.789,5
Credit Revolvers,0.051131874,Low Risk,2208,59,0.331,6
Credit Revolvers,0.03797384,Low Risk,1980,42,0.368,6
Low Engagement Users,0.018881997,Low Risk,1624,40,0.087,4
Credit Revolvers,0.24559984,High Risk,3151,78,0.573,5
Credit Revolvers,0.03628702,Low Risk,2118,48,0.924,4
Credit Revolvers,0.048773147,Low Risk,2055,54,0.661,3
Low Engagement Users,0.021530913,Low Risk,1865,35,0.209,6
Credit Revolvers,0.28658596,High Risk,3302,65,0.698,5
Low Engagement Users,0.12980607,Medium Risk,1848,56,0.0,3
Low Engagement Users,0.026514089,Low Risk,3347,64,0.0,4
Low Engagement Users,0.29815158,High Risk,3762,74,0.0,4
Low Engagement Users,0.071575865,Medium Risk,3899,78,0.016,3
Low Engagement Users,0.41455522,High Risk,1606,33,0.151,5
Low Engagement Users,0.09400975,Medium Risk,2599,46,0.197,4
Credit Revolvers,0.5887875,High Risk,1608,30,0.506,6
Low Engagement Users,0.07847654,Medium Risk,1559,44,0.0,3
Credit Revolvers,0.012306246,Low Risk,2878,54,0.761,4
Low Engagement Users,0.09426426,Medium Risk,1448,31,0.0,6
Low Engagement Users,0.20404646,High Risk,1981,38,0.276,5
Low Engagement Users,0.07157753,Medium Risk,3158,71,0.128,5
Low Engagement Users,0.15897945,Medium Risk,1067,23,0.0,2
Credit Revolvers,0.013935934,Low Risk,2726,57,0.769,4
Low Engagement Users,0.1217686,Medium Risk,2518,67,0.164,5
Credit Revolvers,0.023028342,Low Risk,2987,73,0.461,3
Low Engagement Users,0.01855673,Low Risk,1334,38,0.234,1
Low Engagement Users,0.17362694,Medium Risk,2278,77,0.057,3
Credit Revolvers,0.041065946,Low Risk,4303,80,0.384,3
Credit Revolvers,0.05735516,Low Risk,3871,87,0.458,3
Credit Revolvers,0.015786473,Low Risk,1539,35,0.579,3
Credit Revolvers,0.093152165,Medium Risk,2293,36,0.303,6
Low Engagement Users,0.09959513,Medium Risk,1780,33,0.054,4
Credit Revolvers,0.21767248,High Risk,1813,38,0.576,3
Low Engagement Users,0.043515652,Low Risk,2040,36,0.0,6
Low Engagement Users,0.0106282,Low Risk,2848,56,0.0,6
Low Engagement Users,0.07550279,Medium Risk,2774,52,0.146,6
Credit Revolvers,0.16463381,Medium Risk,1932,35,0.424,6
Low Engagement Users,0.22778992,High Risk,1480,35,0.323,6
Low Engagement Users,0.14732431,Medium Risk,4642,61,0.0,4
Low Engagement Users,0.050265647,Low Risk,2724,71,0.142,3
Low Engagement Users,0.1579416,Medium Risk,1591,43,0.082,6
Low Engagement Users,0.16037998,Medium Risk,1234,24,0.128,3
Credit Revolvers,0.3547988,High Risk,2807,60,0.657,4
Low Engagement Users,0.036724098,Low Risk,2262,47,0.234,6
Low Engagement Users,0.015558891,Low Risk,1694,34,0.284,3
Credit Revolvers,0.013032299,Low Risk,1822,33,0.625,4
Low Engagement Users,0.056019224,Low Risk,2329,69,0.034,6
Credit Revolvers,0.07947142,Medium Risk,2739,56,0.664,5
Low Engagement Users,0.04149323,Low Risk,1810,38,0.082,5
Low Engagement Users,0.018881997,Low Risk,1472,48,0.024,3
Low Engagement Users,0.068728335,Medium Risk,1222,37,0.0,6
Low Engagement Users,0.61230224,High Risk,2157,49,0.047,5
Credit Revolvers,0.022678116,Low Risk,1914,31,0.779,5
Low Engagement Users,0.21407457,High Risk,2632,54,0.21,3
Low Engagement Users,0.25483537,High Risk,2429,63,0.135,3
Low Engagement Users,0.15142718,Medium Risk,3626,69,0.0,6
Credit Revolvers,0.06457006,Low Risk,2718,71,0.557,6
Low Engagement Users,0.16166188,Medium Risk,3764,64,0.241,3
Low Engagement Users,0.28658596,High Risk,4535,75,0.276,5
Low Engagement Users,0.16830792,Medium Risk,1739,42,0.194,5
Credit Revolvers,0.015541786,Low Risk,1405,40,0.552,6
Low Engagement Users,0.10497261,Medium Risk,1576,41,0.04,6
Low Engagement Users,0.026864557,Low Risk,1205,19,0.147,6
Low Engagement Users,0.029085606,Low Risk,1281,28,0.273,4
Credit Revolvers,0.05842615,Low Risk,3277,67,0.308,4
Low Engagement Users,0.042510282,Low Risk,2754,60,0.046,4
Credit Revolvers,0.061176453,Low Risk,3265,74,0.374,6
Low Engagement Users,0.012732175,Low Risk,2449,67,0.0,5
Credit Revolvers,0.014520158,Low Risk,1634,53,0.463,6
Credit Revolvers,0.030096523,Low Risk,2591,57,0.548,4
Low Engagement Users,0.26493746,High Risk,2444,49,0.117,5
Credit Revolvers,0.06330838,Low Risk,3598,67,0.283,3
Low Engagement Users,0.14662285,Medium Risk,2849,61,0.0,3
Credit Revolvers,0.04495526,Low Risk,2794,58,0.459,4
Low Engagement Users,0.06977329,Medium Risk,2960,65,0.162,3
Credit Revolvers,0.076239906,Medium Risk,2922,53,0.67,4
Low Engagement Users,0.22981994,High Risk,2564,57,0.222,3
Credit Revolvers,0.021780182,Low Risk,1631,40,0.922,3
Low Engagement Users,0.05631175,Low Risk,2536,69,0.053,4
Credit Revolvers,0.15031497,Medium Risk,1617,29,0.83,6
Low Engagement Users,0.15818726,Medium Risk,2249,47,0.265,3
Low Engagement Users,0.019988086,Low Risk,1933,48,0.274,5
Credit Revolvers,0.14776951,Medium Risk,2250,40,0.537,4
Credit Revolvers,0.051299494,Low Risk,2274,52,0.648,3
Low Engagement Users,0.13392949,Medium Risk,4263,70,0.08,5
Low Engagement Users,0.023568872,Low Risk,1393,38,0.101,3
Credit Revolvers,0.05176632,Low Risk,3709,64,0.648,4
Credit Revolvers,0.16057111,Medium Risk,1401,30,0.884,6
Low Engagement Users,0.060381517,Low Risk,2995,60,0.053,4
Low Engagement Users,0.06256718,Low Risk,3806,65,0.083,3
Low Engagement Users,0.24889152,High Risk,1944,55,0.171,3
Low Engagement Users,0.04265151,Low Risk,1805,46,0.067,6
Credit Revolvers,0.04656913,Low Risk,1783,33,0.432,6
Low Engagement Users,0.010758558,Low Risk,1543,34,0.165,3
Low Engagement Users,0.012280041,Low Risk,1302,27,0.05,4
Low Engagement Users,0.18046272,High Risk,4345,72,0.132,5
Low Engagement Users,0.06079196,Low Risk,1102,27,0.06,1
Credit Revolvers,0.049628954,Low Risk,2565,72,0.69,3
Credit Revolvers,0.27998522,High Risk,1342,26,0.709,4
Credit Revolvers,0.05114429,Low Risk,2328,62,0.351,6
Low Engagement Users,0.19972001,High Risk,2119,52,0.184,5
Low Engagement Users,0.034715895,Low Risk,1906,39,0.038,4
Credit Revolvers,0.042381298,Low Risk,2349,41,0.606,5
Low Engagement Users,0.046747256,Low Risk,1433,34,0.264,4
Low Engagement Users,0.2617046,High Risk,1312,32,0.023,5
Credit Revolvers,0.17721847,Medium Risk,2148,40,0.518,6
Credit Revolvers,0.028256271,Low Risk,2038,64,0.732,6
Low Engagement Users,0.070548385,Medium Risk,916,18,0.0,6
Low Engagement Users,0.0241813,Low Risk,1407,44,0.281,3
Low Engagement Users,0.2698623,High Risk,1187,40,0.07,1
Low Engagement Users,0.014626642,Low Risk,3292,62,0.0,4
Credit Revolvers,0.14701876,Medium Risk,3432,71,0.49,3
Credit Revolvers,0.2832068,High Risk,1541,33,0.524,3
Credit Revolvers,0.34729967,High Risk,1881,49,0.368,3
Credit Revolvers,0.016050747,Low Risk,1986,50,0.483,6
Credit Revolvers,0.04526057,Low Risk,1564,33,0.462,6
Low Engagement Users,0.052370183,Low Risk,3447,72,0.103,3
Low Engagement Users,0.028742557,Low Risk,4428,82,0.186,6
Low Engagement Users,0.031986807,Low Risk,4149,86,0.046,6
Low Engagement Users,0.043464743,Low Risk,1618,47,0.215,6
Low Engagement Users,0.022308093,Low Risk,1281,36,0.08,4
Credit Revolvers,0.060178585,Low Risk,1994,41,0.899,5
Credit Revolvers,0.027017027,Low Risk,1387,30,0.731,6
Credit Revolvers,0.14117011,Medium Risk,3446,58,0.622,6
Low Engagement Users,0.17117827,Medium Risk,1341,37,0.045,6
Low Engagement Users,0.04354608,Low Risk,2508,44,0.013,4
Credit Revolvers,0.07537474,Medium Risk,2520,61,0.289,3
Credit Revolvers,0.016045025,Low Risk,1271,36,0.536,3
Low Engagement Users,0.23220536,High Risk,4370,83,0.114,3
Low Engagement Users,0.03386238,Low Risk,1469,29,0.212,3
Low Engagement Users,0.025920382,Low Risk,2251,63,0.095,3
Low Engagement Users,0.023295049,Low Risk,2240,53,0.077,5
Credit Revolvers,0.027960658,Low Risk,1749,41,0.53,5
Low Engagement Users,0.085083604,Medium Risk,1736,48,0.066,3
Credit Revolvers,0.058739398,Low Risk,1942,42,0.386,4
Credit Revolvers,0.12054693,Medium Risk,2534,78,0.551,4
Low Engagement Users,0.0044714655,Low Risk,1656,41,0.0,5
Low Engagement Users,0.03262947,Low Risk,3546,63,0.183,4
Credit Revolvers,0.3191137,High Risk,2614,67,0.542,3
Low Engagement Users,0.020161623,Low Risk,1589,30,0.048,3
Credit Revolvers,0.050721616,Low Risk,2097,57,0.954,6
Low Engagement Users,0.2446879,High Risk,3168,73,0.06,4
Credit Revolvers,0.19511208,High Risk,2102,32,0.436,3
Credit Revolvers,0.05252992,Low Risk,2661,58,0.378,6
Credit Revolvers,0.021880403,Low Risk,2273,49,0.299,6
Credit Revolvers,0.0656872,Low Risk,2698,73,0.483,4
Credit Revolvers,0.27491364,High Risk,2315,63,0.76,3
Credit Revolvers,0.061876237,Low Risk,2257,54,0.589,3
Low Engagement Users,0.30583677,High Risk,2273,66,0.182,4
Credit Revolvers,0.027964884,Low Risk,1376,44,0.683,3
Credit Revolvers,0.030505648,Low Risk,3974,63,0.306,5
Low Engagement Users,0.067264296,Medium Risk,2836,61,0.161,3
Low Engagement Users,0.18138391,High Risk,2118,33,0.072,3
Low Engagement Users,0.62763023,High Risk,3346,69,0.044,3
Low Engagement Users,0.44629997,High Risk,2694,61,0.162,6
Credit Revolvers,0.648984,High Risk,2623,47,0.429,4
Credit Revolvers,0.085816614,Medium Risk,1898,50,0.345,5
Low Engagement Users,0.106794976,Medium Risk,1540,30,0.145,5
Low Engagement Users,0.2900619,High Risk,3369,55,0.082,4
Low Engagement Users,0.08586132,Medium Risk,2123,56,0.0,5
Credit Revolvers,0.04375401,Low Risk,1571,36,0.655,6
Credit Revolvers,0.025429387,Low Risk,1519,31,0.345,3
Low Engagement Users,0.24405086,High Risk,2768,70,0.032,6
Low Engagement Users,0.27719453,High Risk,2401,71,0.213,6
Low Engagement Users,0.582506,High Risk,1351,30,0.126,3
Low Engagement Users,0.00957619,Low Risk,2723,66,0.0,3
Low Engagement Users,0.22895968,High Risk,2429,69,0.156,6
Low Engagement Users,0.023287171,Low Risk,1661,35,0.094,3
Low Engagement Users,0.17092988,Medium Risk,3253,72,0.0,6
Low Engagement Users,0.037474953,Low Risk,1502,34,0.075,4
Credit Revolvers,0.023100538,Low Risk,1352,30,0.679,3
Credit Revolvers,0.14315617,Medium Risk,2324,67,0.305,5
Credit Revolvers,0.033169255,Low Risk,2803,61,0.573,3
Low Engagement Users,0.3006839,High Risk,2576,74,0.192,3
Credit Revolvers,0.060178585,Low Risk,2214,56,0.774,3
Low Engagement Users,0.19513156,High Risk,2429,77,0.22,3
Credit Revolvers,0.24228953,High Risk,2679,69,0.436,5
Credit Revolvers,0.0153094735,Low Risk,1307,39,0.824,5
Low Engagement Users,0.012637813,Low Risk,1331,30,0.202,6
Low Engagement Users,0.085707165,Medium Risk,3259,65,0.043,5
Low Engagement Users,0.0620311,Low Risk,4085,65,0.276,6
Low Engagement Users,0.032101855,Low Risk,4074,65,0.057,3
Credit Revolvers,0.03107675,Low Risk,1825,51,0.519,5
Credit Revolvers,0.019915452,Low Risk,1032,26,0.386,4
Low Engagement Users,0.069490686,Medium Risk,3982,65,0.123,5
Low Engagement Users,0.040064566,Low Risk,2314,59,0.0,3
Low Engagement Users,0.10273135,Medium Risk,2172,38,0.277,5
Low Engagement Users,0.54678625,High Risk,1297,24,0.177,6
Low Engagement Users,0.012464876,Low Risk,3448,103,0.0,6
Low Engagement Users,0.13481344,Medium Risk,2906,58,0.061,3
Low Engagement Users,0.020912072,Low Risk,2801,72,0.0,3
Low Engagement Users,0.13761908,Medium Risk,2675,47,0.0,4
Low Engagement Users,0.08942885,Medium Risk,3023,53,0.165,4
Low Engagement Users,0.016889527,Low Risk,644,15,0.376,3
Low Engagement Users,0.023546329,Low Risk,1649,29,0.181,5
Low Engagement Users,0.29034105,High Risk,2315,49,0.279,6
Low Engagement Users,0.25637817,High Risk,2073,43,0.07,3
Low Engagement Users,0.3006839,High Risk,1524,31,0.224,3
Credit Revolvers,0.49280792,High Risk,1526,44,0.858,4
Credit Revolvers,0.25908405,High Risk,4099,73,0.984,4
Low Engagement Users,0.02158835,Low Risk,2057,54,0.277,6
Low Engagement Users,0.24405086,High Risk,1970,51,0.137,6
Low Engagement Users,0.13122918,Medium Risk,1508,30,0.1,3
Low Engagement Users,0.28670624,High Risk,1037,14,0.0,2
Low Engagement Users,0.24299586,High Risk,1786,26,0.217,2
Low Engagement Users,0.26434553,High Risk,2619,69,0.0,5
Low Engagement Users,0.02579651,Low Risk,1488,30,0.263,5
Credit Revolvers,0.06421173,Low Risk,3814,88,0.328,3
Credit Revolvers,0.03253266,Low Risk,3127,45,0.666,5
Low Engagement Users,0.043594286,Low Risk,2421,63,0.05,3
Credit Revolvers,0.06699157,Low Risk,1280,34,0.636,4
Low Engagement Users,0.0042148735,Low Risk,1459,20,0.0,3
Low Engagement Users,0.1753339,Medium Risk,2291,56,0.052,6
Low Engagement Users,0.08048262,Medium Risk,2910,63,0.08,5
Credit Revolvers,0.04085421,Low Risk,1921,26,0.575,5
Low Engagement Users,0.026028134,Low Risk,2383,59,0.077,6
Low Engagement Users,0.10322988,Medium Risk,1599,38,0.159,6
Credit Revolvers,0.049653392,Low Risk,2144,58,0.617,6
Credit Revolvers,0.10742966,Medium Risk,2483,59,0.633,6
Low Engagement Users,0.17784837,Medium Risk,2156,64,0.069,5
Credit Revolvers,0.17986241,High Risk,2849,67,0.274,6
Low Engagement Users,0.033122122,Low Risk,3411,68,0.026,5
Credit Revolvers,0.054774668,Low Risk,2468,58,0.414,5
Low Engagement Users,0.013083481,Low Risk,2753,48,0.0,4
Credit Revolvers,0.04397605,Low Risk,1693,27,0.854,6
Credit Revolvers,0.18188746,High Risk,3525,63,0.644,6
Credit Revolvers,0.042473383,Low Risk,3580,77,0.796,5
Low Engagement Users,0.012637813,Low Risk,1220,36,0.197,6
Credit Revolvers,0.02269127,Low Risk,1725,41,0.561,5
Low Engagement Users,0.014075659,Low Risk,2298,67,0.0,6
Low Engagement Users,0.008458427,Low Risk,1327,31,0.115,6
Credit Revolvers,0.15617202,Medium Risk,1475,31,0.553,5
Low Engagement Users,0.15944508,Medium Risk,4491,78,0.1,4
Credit Revolvers,0.03304233,Low Risk,1458,39,0.879,5
Low Engagement Users,0.031544637,Low Risk,3205,57,0.07,5
Low Engagement Users,0.012885977,Low Risk,3699,67,0.091,4
Low Engagement Users,0.05697598,Low Risk,1126,35,0.135,4
Low Engagement Users,0.04565878,Low Risk,4740,67,0.119,6
Credit Revolvers,0.46277243,High Risk,1617,26,0.363,3
Low Engagement Users,0.11014248,Medium Risk,3215,56,0.092,6
Low Engagement Users,0.050691284,Low Risk,2436,71,0.03,5
Low Engagement Users,0.081653334,Medium Risk,3093,77,0.092,3
Low Engagement Users,0.030367777,Low Risk,3210,65,0.087,3
Credit Revolvers,0.048773147,Low Risk,3068,77,0.319,6
Low Engagement Users,0.0094115455,Low Risk,1337,27,0.0,4
Credit Revolvers,0.177048,Medium Risk,2735,58,0.735,3
Low Engagement Users,0.23988298,High Risk,1327,26,0.0,6
Low Engagement Users,0.11928975,Medium Risk,741,10,0.019,1
Low Engagement Users,0.0057016644,Low Risk,3281,68,0.0,4
Low Engagement Users,0.04202731,Low Risk,1142,33,0.147,6
Low Engagement Users,0.026741339,Low Risk,1548,41,0.093,4
Credit Revolvers,0.20690456,High Risk,3829,72,0.796,3
Credit Revolvers,0.04437872,Low Risk,1889,51,0.588,3
Low Engagement Users,0.01856983,Low Risk,4042,62,0.0,6
Credit Revolvers,0.24638477,High Risk,1924,54,0.504,6
Low Engagement Users,0.049673233,Low Risk,2874,58,0.066,6
Credit Revolvers,0.04270077,Low Risk,3060,56,0.611,4
Low Engagement Users,0.02212737,Low Risk,2202,46,0.043,6
Low Engagement Users,0.0449805,Low Risk,3094,45,0.068,3
Low Engagement Users,0.049730964,Low Risk,2761,77,0.085,5
Low Engagement Users,0.04113528,Low Risk,3006,83,0.0,4
Low Engagement Users,0.05506556,Low Risk,2678,50,0.08,6
Credit Revolvers,0.0337674,Low Risk,1558,23,0.509,4
Credit Revolvers,0.25477278,High Risk,3028,76,0.38,6
Credit Revolvers,0.24559984,High Risk,5029,75,0.407,3
Low Engagement Users,0.012692741,Low Risk,1426,38,0.126,6
Low Engagement Users,0.16859828,Medium Risk,1454,29,0.082,3
Credit Revolvers,0.14846115,Medium Risk,3345,69,0.462,3
Low Engagement Users,0.07998942,Medium Risk,1823,27,0.023,3
Credit Revolvers,0.024176143,Low Risk,2299,49,0.968,4
Credit Revolvers,0.028422467,Low Risk,1406,31,0.59,5
Credit Revolvers,0.03206765,Low Risk,2844,73,0.438,3
Low Engagement Users,0.010322052,Low Risk,3284,65,0.054,6
Low Engagement Users,0.027602319,Low Risk,4252,64,0.083,4
Credit Revolvers,0.048786588,Low Risk,2448,63,0.449,3
Credit Revolvers,0.053300794,Low Risk,1637,22,0.52,5
Low Engagement Users,0.016938908,Low Risk,3738,68,0.0,6
Credit Revolvers,0.061221663,Low Risk,1457,24,0.918,6
Low Engagement Users,0.029943835,Low Risk,3393,58,0.065,5
Low Engagement Users,0.2790369,High Risk,1687,40,0.106,4
Low Engagement Users,0.015134807,Low Risk,1794,45,0.0,6
Credit Revolvers,0.061589643,Low Risk,2605,61,0.836,4
Credit Revolvers,0.20741145,High Risk,1426,29,0.394,6
Credit Revolvers,0.022570483,Low Risk,1660,34,0.714,5
Credit Revolvers,0.0285734,Low Risk,1188,35,0.781,5
Low Engagement Users,0.27281186,High Risk,3600,66,0.0,6
Credit Revolvers,0.016506124,Low Risk,1425,32,0.468,4
Low Engagement Users,0.009697177,Low Risk,4822,74,0.0,6
Low Engagement Users,0.05125076,Low Risk,3011,83,0.279,3
Low Engagement Users,0.07634488,Medium Risk,2337,40,0.068,5
Low Engagement Users,0.07562945,Medium Risk,2962,54,0.259,3
Credit Revolvers,0.047870845,Low Risk,2001,49,0.332,5
Low Engagement Users,0.049847957,Low Risk,2641,67,0.277,5
Low Engagement Users,0.10926952,Medium Risk,3568,57,0.0,5
Credit Revolvers,0.08412548,Medium Risk,2026,49,0.557,4
Low Engagement Users,0.0651103,Low Risk,4121,81,0.101,3
Low Engagement Users,0.046399627,Low Risk,1537,37,0.155,6
Low Engagement Users,0.034254074,Low Risk,3569,77,0.028,3
Low Engagement Users,0.024306051,Low Risk,3542,57,0.0,3
Low Engagement Users,0.13955979,Medium Risk,4439,77,0.0,6
Credit Revolvers,0.03412143,Low Risk,2450,52,0.619,4
Low Engagement Users,0.16707577,Medium Risk,1966,31,0.042,3
Low Engagement Users,0.15268917,Medium Risk,1121,25,0.057,6
Credit Revolvers,0.027898312,Low Risk,2238,45,0.623,3
Low Engagement Users,0.018452754,Low Risk,3656,63,0.0,3
Low Engagement Users,0.04176922,Low Risk,3692,60,0.121,5
Credit Revolvers,0.014863783,Low Risk,1489,34,0.639,6
Credit Revolvers,0.08573803,Medium Risk,1363,37,0.938,5
Low Engagement Users,0.049025472,Low Risk,1739,39,0.039,3
Low Engagement Users,0.030098721,Low Risk,3575,67,0.216,4
Credit Revolvers,0.036453404,Low Risk,2629,61,0.763,6
Low Engagement Users,0.011241136,Low Risk,5176,71,0.0,3
Low Engagement Users,0.11293155,Medium Risk,1603,39,0.0,3
Credit Revolvers,0.15284012,Medium Risk,2148,47,0.709,6
Low Engagement Users,0.056118112,Low Risk,3956,74,0.116,5
Low Engagement Users,0.02055659,Low Risk,3157,76,0.0,6
Low Engagement Users,0.05884162,Low Risk,2090,47,0.174,6
Low Engagement Users,0.08839848,Medium Risk,2683,62,0.276,6
Low Engagement Users,0.260218,High Risk,2540,62,0.274,3
Credit Revolvers,0.22281191,High Risk,2928,48,0.619,4
Credit Revolvers,0.032207824,Low Risk,1475,27,0.621,3
Credit Revolvers,0.038531855,Low Risk,2545,64,0.73,4
Low Engagement Users,0.022217683,Low Risk,2163,56,0.04,4
Low Engagement Users,0.1294917,Medium Risk,1828,38,0.068,6
Credit Revolvers,0.061272033,Low Risk,2513,62,0.541,5
Credit Revolvers,0.017348785,Low Risk,1636,39,0.351,4
Low Engagement Users,0.025438117,Low Risk,1525,21,0.047,3
Credit Revolvers,0.03262947,Low Risk,3561,73,0.415,4
Credit Revolvers,0.050057713,Low Risk,1249,28,0.34,6
Credit Revolvers,0.01655448,Low Risk,1700,42,0.309,4
Low Engagement Users,0.06195137,Low Risk,1959,50,0.076,4
Credit Revolvers,0.1217686,Medium Risk,1972,37,0.48,3
Credit Revolvers,0.120110534,Medium Risk,2074,48,0.475,5
Low Engagement Users,0.048177153,Low Risk,1849,56,0.179,5
Credit Revolvers,0.022736605,Low Risk,1767,28,0.533,5
Credit Revolvers,0.010918825,Low Risk,1356,33,0.772,6
Credit Revolvers,0.0249799,Low Risk,1615,35,0.821,3
Low Engagement Users,0.06007425,Low Risk,1707,56,0.164,3
Low Engagement Users,0.026453989,Low Risk,3323,61,0.138,6
Credit Revolvers,0.028966403,Low Risk,2553,59,0.551,4
Low Engagement Users,0.04436348,Low Risk,2198,40,0.122,3
Low Engagement Users,0.013278017,Low Risk,2411,67,0.0,4
Credit Revolvers,0.04397605,Low Risk,1815,47,0.334,3
Low Engagement Users,0.04731279,Low Risk,1795,37,0.15,5
Low Engagement Users,0.052162588,Low Risk,3457,61,0.256,4
Low Engagement Users,0.14620273,Medium Risk,1872,52,0.057,3
Credit Revolvers,0.29179016,High Risk,1569,39,0.354,6
Credit Revolvers,0.028165385,Low Risk,4150,64,0.245,5
Credit Revolvers,0.13775265,Medium Risk,2946,57,0.528,5
Low Engagement Users,0.10237452,Medium Risk,2588,48,0.057,4
